Country,State,Year,Crop Name,Additional Info,"Area (UOM:Ha(Hectare)), Scaling Factor:1000","Area Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1",Production ,"Production Percentage To All India (%) (UOM:%(Percentage)), Scaling Factor:1","Yield (UOM:Kg/Ha(KilogramperHectare)), Scaling Factor:1"
India,Haryana,"Agriculture Year (Jul - Jun), 2022",Bajra,,0.53,6.95,1.2,10.5,2280
India,Haryana,"Agriculture Year (Jul - Jun), 2022",Jowar,,0.03,0.76,0.01,0.37,526
India,Haryana,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,0.79,2.6,1.33,3.23,1694
India,Haryana,"Agriculture Year (Jul - Jun), 2022",Rapeseed & Mustard,,0.77,8.64,1.3,10.29,1701
India,Haryana,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,0.11,1.83,8.86,1.81,82232
India,Haryana,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0.01,3.89,0.02,6.81,1746
India,Haryana,"Agriculture Year (Jul - Jun), 2022",Wheat,,2.32,7.4,10.93,9.89,4704
India,Himachal Pradesh,"Agriculture Year (Jul - Jun), 2022",Wheat,,0.32,1.02,0.59,0.54,1853
India,Jharkhand,"Agriculture Year (Jul - Jun), 2022",Gram,,0.25,2.38,0.29,2.38,1172
India,Jharkhand,"Agriculture Year (Jul - Jun), 2022",Lentil (Masur),,0.06,3.63,0.05,3.11,815
India,Jharkhand,"Agriculture Year (Jul - Jun), 2022",Rapeseed & Mustard,,0.38,4.34,0.32,2.53,834
India,Jharkhand,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,0.73,2.52,0.76,2.92,1046
India,Jharkhand,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,0.18,4.52,0.21,6.36,1144
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,7.74,5.85,14.18,4.3,1832
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Bajra,,0.13,1.69,0.18,1.55,1386
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Gram,,0.82,7.85,0.56,4.56,680
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.47,9.37,0.58,5.64,1248
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Jowar,,0.56,15.7,0.68,17.87,1228
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Maize,,1.91,17.8,5.91,15.52,3092
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,1.26,4.16,1.43,3.46,1138
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,3.44,14.29,7.94,13.86,2310
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Soyabean,,0.46,3.52,0.54,3.63,1184
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,0.66,11.2,59.35,12.1,90000
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0.25,67.5,0.23,64.68,955
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Tobacco,,76,20.03,56.54,7.34,744
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,2.83,9.78,1.76,6.74,622
India,Karnataka,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,1.22,29.99,0.86,25.83,701
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,18.26,13.81,41.93,12.72,2296
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Bajra,,0.36,4.79,0.94,8.25,2599
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Gram,,2.11,20.13,3.09,25.23,1468
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.39,7.84,0.74,7.22,1912
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Jowar,,0.1,2.74,0.17,4.44,1747
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Lentil (Masur),,0.66,40.02,0.64,40.81,971
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Maize,,1.45,13.48,4.62,12.13,3191
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,7.75,25.62,8.29,20.05,1070
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,2.08,8.63,5.91,10.32,2847
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Rapeseed & Mustard,,1.01,11.38,1.55,12.26,1540
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Rice,,3.41,7.14,7.02,5.17,2057
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Soyabean,,5.97,45.66,5.79,38.63,969
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,0.09,1.56,6.44,1.31,70040
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,5.62,19.45,6.27,24.05,1115
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,0.17,4.08,0.13,3.82,762
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2022",Wheat,,7.15,22.77,22.73,20.56,3179
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,11.31,8.56,16.73,5.07,1479
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Bajra,,0.43,5.73,0.47,4.09,1079
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Gram,,2.96,28.23,3.17,25.88,1074
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.21,4.22,0.27,2.6,1278
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Jowar,,1.48,41.81,1.31,34.4,888
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Maize,,1.35,12.52,3.92,10.29,2913
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,5.25,17.37,6.94,16.78,1321
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,3.38,14.04,5.82,10.15,1721
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Soyabean,,4.93,37.65,6.62,44.15,1343
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,1.36,23.1,123.97,25.27,91200
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0.03,8.2,0.01,4.1,498
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Tobacco,,0.5,0.13,0.82,0.11,1636
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,4.99,17.28,4.64,17.79,928
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,1.18,28.9,0.93,27.94,787
India,Maharashtra,"Agriculture Year (Jul - Jun), 2022",Wheat,,1.22,3.88,2.37,2.15,1948
India,Meghalaya,"Agriculture Year (Jul - Jun), 2022",Jute & Mesta,,0.01,1.18,0.06,0.59,1279
India,Meghalaya,"Agriculture Year (Jul - Jun), 2022",Tobacco,,0.81,0.21,0.75,0.1,932
India,Nagaland,"Agriculture Year (Jul - Jun), 2022",Soyabean,,0.01,0.1,0.02,0.11,1248
India,Odisha,"Agriculture Year (Jul - Jun), 2022",Jute & Mesta,,0.01,0.94,0.05,0.54,1488
India,Odisha,"Agriculture Year (Jul - Jun), 2022",Lentil (Masur),,0.01,0.91,0.01,0.5,526
India,Odisha,"Agriculture Year (Jul - Jun), 2022",Rice,,4.06,8.5,8.25,6.08,2030
India,Odisha,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0.02,5,0.02,6.3,1256
India,Odisha,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,0.13,3.29,0.14,4.29,1062
India,Punjab,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,6.76,5.12,30.24,9.17,4470
India,Punjab,"Agriculture Year (Jul - Jun), 2022",Rapeseed & Mustard,,0.05,0.61,0.09,0.69,1604
India,Punjab,"Agriculture Year (Jul - Jun), 2022",Rice,,3.1,6.48,12.99,9.57,4193
India,Punjab,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,0.09,1.53,7.51,1.53,83123
India,Punjab,"Agriculture Year (Jul - Jun), 2022",Wheat,,3.53,11.26,16.78,15.18,4748
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,15.03,11.37,23.81,7.22,1584
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Bajra,,4.57,60.36,5.11,44.66,1117
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Gram,,1.94,18.5,1.81,14.75,934
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.8,16.22,1.93,18.76,2400
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Jowar,,0.64,18.03,0.57,14.87,890
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Lentil (Masur),,0.02,1.28,0.03,1.84,1375
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Maize,,0.96,8.91,2.18,5.72,2277
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,6.43,21.25,9.42,22.78,1466
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,6.5,27,8.98,15.66,1381
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Rapeseed & Mustard,,3.97,44.89,5.83,46.13,1468
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Soyabean,,1.18,9.01,1.21,8.05,1023
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,5.5,19.02,3.62,13.88,658
India,Rajasthan,"Agriculture Year (Jul - Jun), 2022",Wheat,,2.79,8.9,10.64,9.62,3807
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Bajra,,0.05,0.6,0.11,0.99,2515
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.35,7.08,0.91,8.86,2598
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Jowar,,0.36,10.19,0.29,7.68,813
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Maize,,0.43,3.97,2.99,7.85,7007
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,0.41,1.37,0.95,2.3,2288
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,0.92,3.81,3.62,6.32,3950
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Rice,,2.16,4.51,7.56,5.57,3500
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,0.16,2.7,17.66,3.6,111080
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0.01,2.65,0.01,2.79,1050
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Tobacco,,2.1,0.55,3.2,0.42,1525
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,0.79,2.74,0.5,1.93,636
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,0.04,1.07,0.05,1.37,1039
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,5.7,4.31,19.38,5.88,3401
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Bajra,,0,0.05,0.01,0.1,2952
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Gram,,0.15,1.41,0.23,1.89,1568
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.1,2.08,0.25,2.45,2448
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Jowar,,0.07,1.92,0.12,3.13,1758
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Maize,,0.52,4.79,2.86,7.51,5557
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,0.59,2.44,2.99,5.22,5092
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Rice,,4.66,9.75,15.88,11.7,3406
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Soyabean,,0.2,1.54,0.33,2.17,1612
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0.01,2.2,0.01,4.11,1865
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Tobacco,,3,0.79,8.55,1.11,2851
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,0.44,1.53,0.5,1.91,1122
India,Telangana,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,0.23,5.63,0.2,6.1,882
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,20.41,15.44,57.51,17.44,2817
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Bajra,,0.95,12.51,2.05,17.89,2160
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Gram,,0.68,6.49,0.9,7.32,1321
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.1,1.98,0.11,1.11,1168
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Jowar,,0.2,5.6,0.32,8.27,1593
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Lentil (Masur),,0.54,33.24,0.52,33.16,950
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Maize,,0.89,8.29,1.95,5.13,2191
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,1.61,5.34,1.87,4.52,1158
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,2.24,9.3,4.91,8.57,2194
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Rapeseed & Mustard,,1.08,12.23,1.62,12.82,1497
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Rice,,5.9,12.33,16.14,11.89,2737
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,2.79,47.48,224.25,45.71,80244
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0,0.55,0,0.75,1365
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Tobacco,,23,6.06,93.43,12.14,4062
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Total Pulses,,2.76,9.54,2.84,10.91,1031
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Tur (Arhar),,0.35,8.6,0.36,10.98,1039
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2022",Wheat,,9.52,30.31,33.61,30.4,3531
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2022",Lentil (Masur),,0.01,0.67,0.01,0.65,925
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2022",Sugarcane,,0.05,0.8,3.76,0.77,80000
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2022",Wheat,,0.29,0.91,0.83,0.75,2916
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Foodgrains,,6.07,4.59,18.77,5.69,3093
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Groundnut,,0.08,1.57,0.2,1.94,2561
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Jute & Mesta,,0.52,78.49,7.75,82.49,2701
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Lentil (Masur),,0.16,9.59,0.15,9.67,960
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Maize,,0.36,3.37,2.28,5.98,6285
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Nine Oilseeds,,1,3.31,1.28,3.08,1272
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Nutri/Coarse Cereals,,0.37,1.53,2.28,3.98,6206
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Rapeseed & Mustard,,0.66,7.42,0.82,6.46,1243
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Rice,,5.07,10.59,15.48,11.41,3057
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Sunflower,,0,1.28,0.01,1.6,1247
India,West Bengal,"Agriculture Year (Jul - Jun), 2022",Tobacco,,12.32,3.25,22.73,2.95,1846
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Bajra,,0.03,0.45,0.06,0.57,1787
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Gram,,0.45,4.14,0.46,3.36,1023
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Groundnut,,0.83,14.46,0.52,5.09,626
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Jowar,,0.08,2.03,0.26,6.25,3372
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Maize,,0.34,3.43,1.9,5.63,5553
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Nine Oilseeds,,0.91,3.15,0.55,1.45,603
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Nutri/Coarse Cereals,,0.49,2.18,2.26,4.42,4572
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Rice,,2.29,4.95,7.76,6,3392
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Soyabean,,0,0.02,0,0.04,1547
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Sunflower,,0.02,7.38,0.01,4.84,605
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Tobacco,,57,14.76,132.3,16.18,2321
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Total Pulses,,1.23,3.99,1.05,3.86,859
India,Andhra Pradesh,"Agriculture Year (Jul - Jun), 2021",Tur (Arhar),,0.25,5.12,0.07,1.61,271
India,Assam,"Agriculture Year (Jul - Jun), 2021",Jute & Mesta,,0.06,9.66,0.76,7.5,2127
India,Assam,"Agriculture Year (Jul - Jun), 2021",Lentil (Masur),,0.02,1.66,0.02,1.46,788
India,Assam,"Agriculture Year (Jul - Jun), 2021",Rapeseed & Mustard,,0.29,3.62,0.19,1.56,644
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Foodgrains,,6.44,4.95,17.02,5.39,2641
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Jute & Mesta,,0.06,9.54,0.85,8.4,2409
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Lentil (Masur),,0.13,9.43,0.12,9.79,933
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Maize,,0.66,6.66,2.67,7.91,4026
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Nutri/Coarse Cereals,,0.68,2.99,2.69,5.26,3965
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Rapeseed & Mustard,,0.08,0.98,0.09,0.74,1125
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Rice,,3.09,6.68,7.72,5.96,2496
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Soyabean,,0.02,0.19,0.02,0.13,746
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Sugarcane,,0.21,4.08,12.03,2.74,56949
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Sunflower,,0.01,2.35,0.01,3.61,1422
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Tobacco,,10.28,2.66,18.09,2.21,1759
India,Bihar,"Agriculture Year (Jul - Jun), 2021",Wheat,,2.24,7.35,6.22,5.78,2780
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2021",Gram,,0.33,3.09,0.24,1.78,725
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2021",Lentil (Masur),,0.01,0.91,0.01,0.41,401
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2021",Rice,,3.76,8.12,8.02,6.2,2134
India,Chhattisgarh,"Agriculture Year (Jul - Jun), 2021",Soyabean,,0.05,0.41,0.03,0.24,635
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Bajra,,0.45,6.52,1.09,11.14,2442
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Gram,,1.1,10.26,2.1,15.52,1908
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Groundnut,,1.99,34.84,4.49,44.3,2259
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Jowar,,0.04,1.13,0.06,1.39,1346
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Nine Oilseeds,,3.33,11.49,6.89,18.16,2073
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Rapeseed & Mustard,,0.25,3.14,0.5,4.19,1995
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Soyabean,,0.22,1.85,0.37,2.82,1630
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Sugarcane,,0.22,4.31,17.46,3.97,78306
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Tobacco,,191.64,49.64,452.08,55.3,2359
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Total Pulses,,1.76,5.73,2.7,9.89,1533
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Tur (Arhar),,0.25,5.12,0.29,6.9,1161
India,Gujarat,"Agriculture Year (Jul - Jun), 2021",Wheat,,1.04,3.41,3.33,3.09,3205
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Foodgrains,,4.23,3.25,16.33,5.17,3864
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Bajra,,0.48,7.06,1.12,11.45,2318
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Jowar,,0.02,0.62,0.01,0.3,527
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Nine Oilseeds,,0.74,2.57,1.4,3.69,1881
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Rapeseed & Mustard,,0.71,8.93,1.37,11.42,1914
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Sugarcane,,0.11,2.08,8.82,2.01,81918
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Sunflower,,0.01,4.8,0.02,7.25,1393
India,Haryana,"Agriculture Year (Jul - Jun), 2021",Wheat,,2.3,7.57,10.45,9.7,4533
India,Himachal Pradesh,"Agriculture Year (Jul - Jun), 2021",Wheat,,0.32,1.05,0.55,0.51,1714
India,Jharkhand,"Agriculture Year (Jul - Jun), 2021",Gram,,0.26,2.42,0.31,2.28,1186
India,Jharkhand,"Agriculture Year (Jul - Jun), 2021",Lentil (Masur),,0.07,4.64,0.06,4.54,880
India,Jharkhand,"Agriculture Year (Jul - Jun), 2021",Rapeseed & Mustard,,0.41,5.09,0.33,2.78,819
India,Jharkhand,"Agriculture Year (Jul - Jun), 2021",Total Pulses,,0.86,2.78,0.9,3.29,1050
India,Jharkhand,"Agriculture Year (Jul - Jun), 2021",Tur (Arhar),,0.25,5.18,0.29,6.79,1129
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Foodgrains,,7.98,6.13,13.78,4.36,1726
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Bajra,,0.15,2.16,0.17,1.75,1158
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Gram,,0.71,6.63,0.49,3.62,689
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Groundnut,,0.58,10.1,0.49,4.81,846
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Jowar,,0.62,16.18,0.73,17.62,1189
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Maize,,1.59,15.99,5.22,15.48,3279
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Nine Oilseeds,,1.2,4.13,1.12,2.95,937
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Nutri/Coarse Cereals,,3.23,14.23,7.27,14.24,2252
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Soyabean,,0.38,3.14,0.44,3.37,1147
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Sugarcane,,0.64,12.31,61.15,13.92,96000
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Sunflower,,0.16,59.75,0.14,54.48,841
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Tobacco,,80,20.72,63.44,7.76,793
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Total Pulses,,3.19,10.37,1.97,7.22,619
India,Karnataka,"Agriculture Year (Jul - Jun), 2021",Tur (Arhar),,1.72,35.08,1.14,27.13,666
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Foodgrains,,15.93,12.23,39.31,12.45,2468
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Bajra,,0.34,5.01,0.87,8.88,2533
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Gram,,1.94,18.03,2.93,21.64,1514
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Groundnut,,0.39,6.84,0.67,6.63,1722
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Jowar,,0.12,3.24,0.24,5.69,1919
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Lentil (Masur),,0.49,34.85,0.44,34.86,899
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Maize,,1.4,14.06,4.61,13.66,3291
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Nine Oilseeds,,7.49,25.88,7.92,20.87,1058
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Nutri/Coarse Cereals,,1.97,8.68,5.82,11.39,2953
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Rapeseed & Mustard,,1.23,15.34,1.69,14.13,1379
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Rice,,2.11,4.56,4.81,3.72,2283
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Soyabean,,5.51,45.39,5.39,41.52,978
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Sugarcane,,0.09,1.8,5.38,1.22,57840
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Total Pulses,,5.35,17.39,5.69,20.86,1065
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Tur (Arhar),,0.23,4.59,0.19,4.5,844
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2021",Wheat,,6.5,21.34,22.98,21.33,3535
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Foodgrains,,11.58,8.9,16.66,5.28,1438
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Bajra,,0.67,9.75,0.62,6.33,928
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Gram,,2.71,25.22,3.1,22.9,1145
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Groundnut,,0.32,5.6,0.4,3.96,1255
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Jowar,,1.65,43.38,1.56,37.54,945
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Maize,,1.25,12.56,3.58,10.63,2865
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Nine Oilseeds,,5.04,17.4,5.95,15.68,1182
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Nutri/Coarse Cereals,,3.71,16.33,5.89,11.53,1589
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Soyabean,,4.6,37.83,5.5,42.35,1197
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Sugarcane,,1.26,24.38,116.08,26.42,92000
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Sunflower,,0.02,7.36,0.01,4.7,590
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Tobacco,,0.53,0.14,0.8,0.1,1505
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Total Pulses,,5.09,16.57,5.02,18.4,986
India,Maharashtra,"Agriculture Year (Jul - Jun), 2021",Tur (Arhar),,1.34,27.25,1.39,32.96,1042
